name;year;selling_price;km_driven;fuel;seller_type;transmission;owner
Fiat Grande Punto 1.3 Dynamic (Diesel);2012;185000;100000;Diesel;Individual;Manual;Second Owner
Maruti SX4 Vxi BSIV;2012;300000;100000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R Stingray VXI;2014;300000;75000;Petrol;Individual;Manual;First Owner
Mahindra Quanto C8;2013;300000;25000;Diesel;Individual;Manual;Second Owner
Maruti Wagon R LXI;2011;260000;28481;Petrol;Dealer;Manual;First Owner
Maruti Wagon R LXI;2009;180000;30375;Petrol;Dealer;Manual;First Owner
Hyundai EON 1.0 Era Plus;2012;225000;48000;Petrol;Dealer;Manual;First Owner
Maruti Wagon R AMT VXI;2014;300000;28942;Petrol;Dealer;Automatic;First Owner
Toyota Innova 2.5 G4 Diesel 8-seater;2007;250000;80000;Diesel;Individual;Manual;Second Owner
Maruti Alto 800 VXI;2017;150000;50000;Petrol;Individual;Manual;First Owner
Chevrolet Spark 1.0;2008;120000;100000;Petrol;Individual;Manual;Third Owner
Renault KWID RXL;2016;220000;60000;Petrol;Individual;Manual;Third Owner
Fiat Palio D 1.9 EL PS;2003;55000;35000;Diesel;Individual;Manual;Second Owner
Hyundai EON Magna Plus;2013;125000;205000;Petrol;Individual;Manual;First Owner
Hyundai Verna 1.6 CRDI;2011;260000;125000;Diesel;Individual;Manual;Third Owner
Maruti Alto 800 CNG LXI;2012;170000;97000;CNG;Individual;Manual;Second Owner
Maruti Swift Dzire VXi;2009;250000;60000;Petrol;Individual;Manual;Third Owner
Tata Indigo CR4;2013;170000;60000;Diesel;Individual;Manual;First Owner
Tata Nano Lx;2011;120000;20000;Petrol;Individual;Manual;First Owner
Tata Nano Lx;2011;120000;20000;Petrol;Individual;Manual;First Owner
Ford Figo Petrol Titanium;2010;275000;70000;Petrol;Individual;Manual;First Owner
Tata Zest Revotron 1.2T XE;2016;285000;90000;Petrol;Individual;Manual;First Owner
Tata New Safari DICOR 2.2 EX 4x4;2009;250000;120000;Diesel;Individual;Manual;Second Owner
Maruti Omni MPI STD BSIV;2018;200000;10000;Petrol;Individual;Manual;First Owner
Hyundai i20 Asta 1.4 CRDi (Diesel);2009;250000;72000;Diesel;Individual;Manual;Second Owner
Maruti Zen LXI;1999;85000;70000;Petrol;Individual;Manual;Second Owner
Hyundai Santro LP zipPlus;2001;52000;50000;Petrol;Individual;Manual;Third Owner
Tata Nano LX;2013;60000;40000;Petrol;Individual;Manual;First Owner
Hyundai Getz 1.3 GVS;2010;110000;110000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing GL Plus;2013;175000;80000;Petrol;Individual;Manual;First Owner
Hyundai Accent GLE CNG;2009;160000;70000;CNG;Individual;Manual;Third Owner
Maruti Zen Estilo LXI BSIII;2007;100000;80000;Petrol;Individual;Manual;Third Owner
Hyundai i10 Magna 1.1;2008;150000;90000;Petrol;Individual;Manual;Third Owner
Hyundai Santro Xing GLS;2009;110000;120000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing GLS;2009;140000;120000;Petrol;Individual;Manual;First Owner
Tata Indigo CR4;2011;130000;90000;Diesel;Individual;Manual;First Owner
Maruti Alto 800 LXI;2017;160000;50000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2016;150000;60000;Petrol;Individual;Manual;First Owner
Tata Nano Std;2011;40000;19000;Petrol;Individual;Manual;First Owner
Chevrolet Tavera LT L1 7 Seats BSIII;2006;140000;200000;Diesel;Individual;Manual;Third Owner
Mahindra Verito 1.5 D2 BSIV;2015;227000;70000;Diesel;Individual;Manual;Second Owner
Maruti Swift VDI;2011;285000;50000;Diesel;Individual;Manual;Second Owner
Maruti Alto LX;2012;155000;19077;Petrol;Individual;Manual;Second Owner
Hyundai EON D Lite;2016;210000;30000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2009;140000;80000;Petrol;Individual;Manual;Second Owner
Hyundai EON 1.0 Era Plus;2018;100000;21302;Petrol;Individual;Manual;First Owner
Renault KWID 1.0 RXT Optional;2018;300000;10500;Petrol;Individual;Manual;First Owner
Hyundai i10 Sportz 1.2;2010;210000;60000;Petrol;Individual;Manual;Second Owner
Hyundai Santro Xing XG eRLX Euro III;2006;90000;120000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R LXI BS IV;2010;222000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2015;240000;50000;Petrol;Individual;Manual;Second Owner
Maruti SX4 Vxi BSIV;2012;225000;110000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT Option;2016;239000;41000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2012;229999;49824;Petrol;Dealer;Manual;First Owner
Hyundai Santro GS;2005;80000;56580;Petrol;Dealer;Manual;First Owner
Maruti SX4 Vxi BSIV;2012;225000;110000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT Option;2016;239000;41000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2012;229999;49824;Petrol;Dealer;Manual;First Owner
Hyundai Santro GS;2005;80000;56580;Petrol;Dealer;Manual;First Owner
Tata Indica Vista Quadrajet 90 VX;2012;285000;74300;Diesel;Dealer;Manual;First Owner
Volkswagen Jetta 1.9 Highline TDI;2010;290000;87620;Diesel;Dealer;Automatic;First Owner
Volkswagen Polo 1.0 MPI Trendline;2012;271000;49000;Petrol;Dealer;Manual;First Owner
Hyundai EON Era Plus;2014;260000;37605;Petrol;Dealer;Manual;First Owner
Tata Nano Lx BSIV;2010;75000;58850;Petrol;Dealer;Manual;First Owner
Hyundai Getz GLE;2007;110000;60000;Petrol;Individual;Manual;Fourth & Above Owner
Renault KWID RXT Optional;2016;250000;25000;Petrol;Individual;Manual;First Owner
Ford Endeavour XLT TDCi 4X2;2008;280000;190000;Diesel;Individual;Manual;Second Owner
Mahindra Renault Logan 1.4 GLX Petrol;2008;80000;90000;Petrol;Individual;Manual;First Owner
Chevrolet Sail Hatchback 1.3 TCDi LT ABS;2014;250000;120000;Diesel;Individual;Manual;First Owner
Hyundai Accent CRDi;2005;100000;120000;Diesel;Individual;Manual;Second Owner
Hyundai Santro Xing XG;2005;95000;120000;Petrol;Individual;Manual;Second Owner
Hyundai EON Magna Plus;2014;220000;42000;Petrol;Individual;Manual;First Owner
Tata Indica Vista TDI LS;2014;250000;25000;Diesel;Individual;Manual;First Owner
Maruti Alto 800 LXI;2014;210000;20000;Petrol;Individual;Manual;First Owner
Hyundai i10 Era 1.1 iTech SE;2011;147000;110000;Petrol;Individual;Manual;Second Owner
Hyundai Santro Xing GLS;2014;250000;50000;Petrol;Individual;Manual;Second Owner
Tata Indica LSI;2006;70000;60000;Petrol;Individual;Manual;Second Owner
Hyundai EON Era Plus;2012;160000;70000;Petrol;Individual;Manual;Third Owner
Hyundai Santro LE zipPlus;2001;68000;70000;Petrol;Individual;Manual;First Owner
Tata Indigo CR4;2013;170000;60000;Diesel;Individual;Manual;First Owner
Maruti Ritz LXI;2009;300000;15000;Petrol;Individual;Manual;First Owner
Maruti Alto LX;2007;100000;52000;Petrol;Individual;Manual;Second Owner
Tata Nano Lx;2011;120000;20000;Petrol;Individual;Manual;First Owner
Hyundai i20 Asta 1.4 CRDi;2013;300000;90000;Diesel;Individual;Manual;First Owner
Tata Indigo LX;2011;140000;60000;Diesel;Individual;Manual;Second Owner
Tata Nano Lx;2011;120000;20000;Petrol;Individual;Manual;First Owner
Maruti Alto LX;2009;150000;60000;Petrol;Individual;Manual;Second Owner
Ford Fiesta 1.5 TDCi Titanium;2011;195000;133564;Diesel;Dealer;Manual;First Owner
Chevrolet Beat Diesel LS;2011;95000;70000;Diesel;Individual;Manual;First Owner
Chevrolet Beat LT Option;2016;239000;41000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2012;229999;49824;Petrol;Dealer;Manual;First Owner
Hyundai i20 1.4 Magna Executive;2013;280000;52000;Diesel;Dealer;Manual;First Owner
Mahindra Verito 1.5 D4 BSIV;2015;300000;90000;Diesel;Individual;Manual;First Owner
Maruti Eeco 7 Seater Standard BSIV;2018;270000;20000;Petrol;Individual;Manual;First Owner
Hyundai EON 1.0 Era Plus;2017;280000;28838;Petrol;Individual;Manual;First Owner
Tata Indica GLS BS IV;2008;80000;200000;Petrol;Individual;Manual;First Owner
Tata Indica DLS;2006;55000;100000;Diesel;Individual;Manual;First Owner
Maruti Alto 800 LXI Airbag;2014;250000;50000;Petrol;Individual;Manual;First Owner
Mahindra Bolero SLX 2WD;2010;250000;190000;Diesel;Individual;Manual;Fourth & Above Owner
Mahindra Jeep MM 540;2007;95000;100000;Diesel;Individual;Manual;Second Owner
Chevrolet Beat Diesel LS;2012;160000;50000;Diesel;Individual;Manual;First Owner
Maruti Swift LXI;2011;175000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 VXI;2016;245000;60000;Petrol;Individual;Manual;First Owner
Maruti Zen Estilo Sports;2008;140000;120000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing XL eRLX Euro III;2005;114999;90000;Petrol;Dealer;Manual;Second Owner
Hyundai EON Magna Plus;2015;250000;30000;Petrol;Individual;Manual;First Owner
Tata Indica DLE;2005;100000;100000;Diesel;Individual;Manual;First Owner
Tata Indica DLS;2006;85000;300000;Diesel;Individual;Manual;Second Owner
Tata Indigo LX;2009;130000;110000;Diesel;Individual;Manual;Third Owner
Maruti Omni MPI STD BSIV;2016;120000;120000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2006;75000;80000;Petrol;Individual;Manual;Third Owner
Tata Indica GLS BS IV;2010;99000;70000;Petrol;Individual;Manual;First Owner
Mahindra Xylo D4 BSIV;2013;250000;200000;Diesel;Individual;Manual;Second Owner
Toyota Innova 2.5 V Diesel 7-seater;2005;200000;223000;Diesel;Individual;Manual;First Owner
Hyundai i10 Magna 1.2 iTech SE;2009;150000;60000;Petrol;Individual;Manual;Third Owner
Mahindra Bolero DI;2007;250000;50000;Diesel;Individual;Manual;First Owner
Hyundai Santro Xing XS;2009;150000;68000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat Diesel LS;2012;200000;85000;Diesel;Individual;Manual;First Owner
Maruti Esteem VX;1999;60000;35000;Petrol;Individual;Manual;Second Owner
Maruti Swift Vdi BSIII;2010;180000;100000;Diesel;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2015;285000;46000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi BSIII;2008;91200;60000;Petrol;Individual;Manual;Second Owner
Datsun RediGO T Option;2017;250000;46000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing XG AT;2006;160000;90000;Petrol;Individual;Automatic;Second Owner
Maruti Wagon R LXI CNG;2013;250000;71000;CNG;Individual;Manual;Second Owner
Maruti Swift Dzire VXi;2009;200000;110000;Petrol;Individual;Manual;Fourth & Above Owner
Maruti Wagon R LXI CNG;2013;250000;71000;CNG;Individual;Manual;Second Owner
Volkswagen Polo Diesel Trendline 1.2L;2010;130000;144000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Eeco 5 Seater AC BSIV;2017;260000;30000;Petrol;Dealer;Manual;First Owner
Hyundai Verna SX;2007;155000;65000;Petrol;Dealer;Manual;First Owner
Maruti SX4 Celebration Petrol;2012;220000;90000;Petrol;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2018;285000;30000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2012;240000;40000;Petrol;Dealer;Manual;First Owner
Hyundai EON Magna Plus;2015;245000;32000;Petrol;Dealer;Manual;First Owner
Maruti Alto LX;2011;180000;36000;Petrol;Dealer;Manual;First Owner
Maruti Alto LX;2004;110000;60000;Petrol;Individual;Manual;First Owner
Maruti Wagon R VXI BSIII;2006;150000;60000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet;2012;200000;70000;Diesel;Individual;Manual;Second Owner
Maruti Swift Dzire Vdi BSIV;2011;215000;90000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Wagon R VXI BSIII;2004;155000;80000;Petrol;Individual;Manual;Second Owner
Maruti Swift 1.3 VXi;2006;200000;45000;Petrol;Individual;Manual;First Owner
Maruti Zen LXI;2005;90000;90000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R LXI Minor;2007;80000;120000;Petrol;Individual;Manual;Second Owner
Hyundai EON D Lite Plus;2013;229999;13500;Petrol;Individual;Manual;First Owner
Maruti SX4 Celebration Diesel;2012;250000;120000;Diesel;Individual;Manual;First Owner
Volkswagen Polo Diesel Comfortline 1.2L;2012;225000;120000;Diesel;Individual;Manual;First Owner
Maruti Alto LXi;2009;150000;90246;Petrol;Individual;Manual;Third Owner
Maruti Alto LX BSIII;2008;110000;90000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi BSIII;2010;150000;40000;Petrol;Individual;Manual;Second Owner
Maruti Gypsy King Hard Top;2000;165000;60000;Petrol;Individual;Manual;Fourth & Above Owner
Tata Manza Club Class Quadrajet90 VX;2013;170000;60400;Diesel;Individual;Manual;First Owner
Hyundai Verna CRDi;2008;150000;70950;Diesel;Individual;Manual;Second Owner
Hyundai i20 Asta 1.4 CRDi;2013;300000;90000;Diesel;Individual;Manual;First Owner
Maruti Alto 800 LXI;2014;204999;25000;Petrol;Individual;Manual;Second Owner
Hyundai Verna CRDi;2009;270000;80000;Diesel;Individual;Manual;Second Owner
Maruti Swift Dzire VDI;2014;200000;107143;Diesel;Individual;Manual;Second Owner
Hyundai Santro Xing GL Plus;2012;170000;50000;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna 1.2 iTech SE;2011;195000;80000;Petrol;Individual;Manual;Second Owner
Maruti Swift Dzire VDi;2008;250000;82000;Diesel;Individual;Manual;Second Owner
Maruti Zen Estilo 1.1 VXI BSIII;2008;120000;70000;Petrol;Individual;Manual;Second Owner
Maruti A-Star Vxi;2009;180000;70000;Petrol;Individual;Manual;Third Owner
Tata Nano Cx BSIV;2012;75000;35000;Petrol;Individual;Manual;Second Owner
Tata Nano Lx;2011;60000;40000;Petrol;Individual;Manual;First Owner
Hyundai i10 Magna 1.2 iTech SE;2012;190000;60000;Petrol;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2012;200000;90000;Petrol;Individual;Manual;Third Owner
Chevrolet Spark 1.0 LT;2011;165000;60000;Petrol;Individual;Manual;First Owner
Ford Figo Diesel Celebration Edition;2013;260000;65000;Diesel;Individual;Manual;First Owner
Maruti Alto LX;2011;151000;40000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Quadrajet LX;2012;175000;80000;Diesel;Individual;Manual;Third Owner
Tata Indica Vista TDI LS;2010;170000;107500;Diesel;Dealer;Manual;First Owner
Tata Indica Vista TDI LS;2013;210000;135000;Diesel;Dealer;Manual;Second Owner
Maruti Alto LXi;2007;90000;43826;Petrol;Dealer;Manual;Second Owner
Maruti Swift VDI BSIV;2007;195000;112880;Diesel;Dealer;Manual;First Owner
Tata Indica Vista Terra Quadrajet 1.3L;2011;140000;90000;Diesel;Individual;Manual;Third Owner
Renault KWID 1.0 RXT Optional;2017;300000;30300;Petrol;Individual;Manual;First Owner
Maruti Swift Dzire VXi;2009;250000;80659;Petrol;Dealer;Manual;First Owner
Chevrolet Aveo 1.4 LS;2008;170000;81324;Petrol;Dealer;Manual;First Owner
Chevrolet Beat PS;2015;200000;50000;Petrol;Individual;Manual;First Owner
Chevrolet Beat PS;2016;300000;25000;Petrol;Individual;Manual;First Owner
Honda Amaze S i-Dtech;2015;300000;66755;Diesel;Dealer;Manual;First Owner
Maruti Swift VXI BSIII;2009;250000;806599;Petrol;Dealer;Manual;First Owner
Maruti Wagon R VXI Minor ABS;2010;260000;50000;Petrol;Individual;Manual;First Owner
Maruti Omni BSIII 8-STR W/ IMMOBILISER;2008;150000;50000;Petrol;Individual;Manual;Second Owner
Maruti Esteem Vxi - BSIII;2006;85000;60000;Petrol;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2015;280000;15000;Petrol;Individual;Manual;Second Owner
Hyundai Elantra CRDi (Leather Option);2006;125000;120000;Diesel;Individual;Manual;Third Owner
Chevrolet Beat Diesel LT;2012;250000;110000;Diesel;Individual;Manual;First Owner
Hyundai i20 1.4 CRDi Era;2011;220000;70000;Diesel;Individual;Manual;First Owner
Tata Indica Vista Aqua 1.3 Quadrajet;2010;110000;110000;Diesel;Individual;Manual;Second Owner
Hyundai Verna XXi (Petrol);2007;150000;84000;Petrol;Individual;Manual;Second Owner
Nissan Sunny Diesel XV;2012;300000;170000;Diesel;Individual;Manual;First Owner
Datsun RediGO T Option;2017;220000;40000;Petrol;Individual;Manual;First Owner
Maruti Wagon R LX;2006;75000;96000;Petrol;Individual;Manual;Second Owner
Tata Indigo LS;2009;100000;20000;Diesel;Individual;Manual;First Owner
Hyundai Santro Xing XK (Non-AC);2007;100000;50000;Petrol;Individual;Manual;First Owner
Toyota Etios GD;2012;300000;124000;Diesel;Individual;Manual;First Owner
Chevrolet Beat Diesel LS;2013;190000;70000;Diesel;Individual;Manual;First Owner
Ford Figo Diesel LXI;2012;190000;130000;Diesel;Individual;Manual;Second Owner
Toyota Corolla Executive (HE);2009;300000;23262;Petrol;Dealer;Manual;First Owner
Toyota Corolla H6;2007;215000;55800;Petrol;Dealer;Manual;Second Owner
Ford Figo Diesel EXI;2014;285000;68293;Diesel;Dealer;Manual;Second Owner
Maruti Swift Dzire Tour LDI;2014;300000;190621;Diesel;Dealer;Manual;First Owner
Maruti 800 Std MPFi;2006;78000;64700;Petrol;Individual;Manual;First Owner
Maruti 800 AC;2002;65000;100000;Petrol;Individual;Manual;Second Owner
Mahindra Quanto C6;2013;285000;120000;Diesel;Individual;Manual;Second Owner
Tata Nano CX SE;2013;75000;25000;Petrol;Individual;Manual;Third Owner
Tata Manza Aura Quadrajet;2009;185000;60000;Diesel;Individual;Manual;Third Owner
Maruti Omni E 8 Str STD;2007;110000;90000;Petrol;Individual;Manual;Fourth & Above Owner
Honda City 1.5 EXI;2004;180000;200000;Petrol;Individual;Manual;Second Owner
Chevrolet Optra 1.6 LS;2005;60000;126000;Petrol;Individual;Manual;Second Owner
Maruti Zen Estilo LX BSIII;2007;135000;74183;Petrol;Individual;Manual;Second Owner
Maruti Alto 800 VXI;2014;160000;90000;Petrol;Individual;Manual;First Owner
Tata Indica LXI;2004;80000;46000;Petrol;Individual;Manual;Second Owner
Maruti Ritz VDi;2012;110000;80000;Diesel;Individual;Manual;Second Owner
Tata Sumo Gold EX;2013;250000;90000;Diesel;Individual;Manual;Second Owner
Mahindra Quanto C6;2014;250000;1;Diesel;Individual;Manual;Second Owner
Maruti Wagon R LX Minor;2013;240000;70000;Petrol;Individual;Manual;Fourth & Above Owner
Mahindra Bolero DI DX 7 Seater;2007;225000;120000;Diesel;Individual;Manual;Second Owner
Maruti Wagon R VXI Optional;2015;275000;60000;Petrol;Individual;Manual;Second Owner
Maruti Alto LX BSIII;2008;75000;120000;Petrol;Individual;Manual;First Owner
Tata Indica GLS BS IV;2007;85000;50000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aqua TDI BSIII;2009;90000;120000;Diesel;Individual;Manual;First Owner
Maruti Wagon R LXI Minor;2007;85000;80000;Petrol;Individual;Manual;Second Owner
Tata Indica DL;2006;55000;100000;Diesel;Individual;Manual;Second Owner
Ford Fiesta 1.6 ZXi Leather;2006;95000;83411;Petrol;Individual;Manual;First Owner
Volkswagen Vento Diesel Highline;2011;300000;120000;Diesel;Individual;Manual;Second Owner
Ford Fiesta 1.6 ZXi Leather;2006;81000;83411;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing XL AT eRLX Euro III;2006;85000;100000;Petrol;Individual;Automatic;Third Owner
Ford Fiesta 1.4 Duratec ZXI;2008;120000;100000;Petrol;Individual;Manual;Third Owner
Maruti Alto 800 LXI;2018;275000;35000;Petrol;Individual;Manual;First Owner
Maruti Wagon R VXI BS IV with ABS;2015;229999;100000;Petrol;Individual;Manual;Third Owner
Maruti Alto LX;2010;110000;88000;Petrol;Individual;Manual;Second Owner
Maruti A-Star Vxi;2009;120000;76000;Petrol;Individual;Manual;Second Owner
Ford Figo Diesel Titanium;2010;200000;100000;Diesel;Individual;Manual;Second Owner
Maruti Alto LX;2012;220000;80000;Petrol;Individual;Manual;Second Owner
Maruti 800 EX;2001;40000;30000;Petrol;Individual;Manual;First Owner
Renault KWID Climber 1.0 AMT;2017;300000;20000;Petrol;Individual;Automatic;First Owner
Maruti Wagon R LXI LPG BSIV;2012;220000;80000;LPG;Individual;Manual;Second Owner
Nissan Micra Diesel XV Premium;2011;138000;90000;Diesel;Individual;Manual;Second Owner
Nissan Micra Diesel XV Premium;2013;210000;13770;Diesel;Individual;Manual;First Owner
Maruti Zen LXi - BS III;2005;125000;34000;Petrol;Dealer;Manual;First Owner
Maruti Alto LXi BSIII;2008;125000;102000;Petrol;Dealer;Manual;First Owner
Maruti Alto K10 2010-2014 VXI;2011;170000;90000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R VXI BSIII;2003;70000;90000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi;2007;100000;70000;Petrol;Individual;Manual;Second Owner
Honda Civic 1.8 (E) MT;2006;300000;80000;Petrol;Individual;Manual;Second Owner
Maruti Zen Estilo 1.1 LXI BSIII;2007;100000;143000;Petrol;Individual;Manual;Third Owner
Tata Manza ELAN Quadrajet BS IV;2011;165000;100000;Diesel;Individual;Manual;Second Owner
Renault KWID RXL;2016;229999;38000;Petrol;Individual;Manual;First Owner
Honda Brio S MT;2013;240000;50000;Petrol;Individual;Manual;Third Owner
Maruti Esteem Lxi;2005;70000;60000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aura 1.2 Safire;2010;100000;120000;Petrol;Individual;Manual;Second Owner
Hyundai EON Era Plus;2013;200000;120000;Petrol;Individual;Manual;First Owner
Maruti Omni MPI STD BSIV;2015;130000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2016;210000;52000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Quadrajet VX;2011;200000;28689;Diesel;Individual;Manual;First Owner
Mahindra Jeep MM 775 XDB;2000;155000;50000;Diesel;Individual;Manual;Second Owner
Maruti 800 AC BSIII;2007;75000;90000;Petrol;Individual;Manual;Second Owner
Maruti Zen Estilo LX BSIV;2010;90000;50000;Petrol;Individual;Manual;Third Owner
Maruti 800 DX;2000;50000;60000;Petrol;Individual;Manual;First Owner
Honda City 1.5 GXI;2004;125000;120000;Petrol;Individual;Manual;Second Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater;2004;170000;120000;Diesel;Individual;Manual;First Owner
Maruti Alto 800 LXI;2013;250000;87000;Petrol;Individual;Manual;First Owner
Maruti Zen Estilo VXI BSIII;2007;140000;100000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT;2012;155000;12000;Petrol;Individual;Manual;First Owner
Hyundai Accent Executive;2010;120000;67000;Petrol;Individual;Manual;Third Owner
Toyota Innova 2.5 E 8 STR;2012;287000;70000;Diesel;Individual;Manual;First Owner
Hyundai i10 Magna 1.2 iTech SE;2011;235000;74500;Petrol;Individual;Manual;Second Owner
Hyundai i20 1.4 CRDi Asta;2011;300000;118700;Diesel;Individual;Manual;Second Owner
Mahindra Scorpio VLX AT 2WD BSIII;2004;225000;223660;Diesel;Individual;Automatic;Third Owner
Toyota Corolla AE;2006;160000;140000;Petrol;Individual;Manual;Second Owner
Maruti Swift Dzire VXi;2011;300000;100000;Petrol;Individual;Manual;Second Owner
Tata Indica DLS;2006;50000;120000;Diesel;Individual;Manual;Fourth & Above Owner
Hyundai i10 Magna LPG;2014;290000;29000;LPG;Individual;Manual;First Owner
Tata Manza Aqua Quadrajet BS IV;2012;190000;120000;Diesel;Individual;Manual;First Owner
Hyundai i10 Era 1.1;2008;160000;110000;Petrol;Individual;Manual;Third Owner
Mahindra Bolero DI;2006;200000;73756;Diesel;Individual;Manual;First Owner
Chevrolet Spark 1.0 LS;2011;125000;60000;Petrol;Individual;Manual;Third Owner
Hyundai i10 Magna 1.1;2008;155000;60000;Petrol;Individual;Manual;Fourth & Above Owner
Maruti Wagon R LX BSIII;2009;130000;70000;Petrol;Individual;Manual;Fourth & Above Owner
Maruti 800 AC;2002;80000;70000;Petrol;Individual;Manual;Second Owner
Renault KWID RXT BSIV;2019;250000;27000;Petrol;Individual;Manual;First Owner
Daewoo Matiz SD;2002;60000;50000;Petrol;Individual;Manual;First Owner
Toyota Etios GD;2012;300000;185000;Diesel;Individual;Manual;First Owner
Ford Figo Diesel Titanium;2014;200000;90000;Diesel;Individual;Manual;Second Owner
Maruti A-Star Lxi;2008;120000;40000;Petrol;Individual;Manual;First Owner
Tata New Safari DICOR 2.2 EX 4x2;2010;180000;120000;Diesel;Individual;Manual;Second Owner
Tata Manza Aura Quadrajet BS IV;2012;250999;35000;Diesel;Individual;Manual;Second Owner
Chevrolet Beat LT;2013;165000;50000;Petrol;Individual;Manual;First Owner
Mahindra Renault Logan 1.5 DLS;2008;89999;213000;Diesel;Individual;Manual;First Owner
Datsun redi-GO AMT 1.0 T Option;2018;290000;15000;Petrol;Dealer;Automatic;First Owner
Tata Nano Cx BSIII;2014;45000;7000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi;2009;110000;20000;Petrol;Individual;Manual;First Owner
Chevrolet Beat Diesel LT;2013;210000;80000;Diesel;Individual;Manual;Second Owner
Skoda Laura Ambiente 1.9 PD;2007;175000;181000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Swift Ldi BSIV;2010;280000;149500;Diesel;Individual;Manual;Third Owner
Maruti 800 AC BSIII;2005;120000;20000;Petrol;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LS;2010;175000;45000;Petrol;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LS;2009;170000;44800;Petrol;Individual;Manual;Second Owner
Hyundai Santro Xing XL eRLX Euro III;2006;100000;40000;Petrol;Individual;Manual;Second Owner
Maruti Omni MPI STD BSIV;2014;150000;120000;Petrol;Individual;Manual;Third Owner
Tata Indica Vista Quadrajet LX;2011;149000;10000;Diesel;Individual;Manual;Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet;2011;160000;80000;Diesel;Individual;Manual;Second Owner
Maruti Baleno Vxi;2007;163000;100000;Petrol;Individual;Manual;Second Owner
Tata Indica GLS BS IV;2006;75000;100000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi;2012;180000;60000;Petrol;Individual;Manual;Second Owner
Tata Indigo GLX;2006;100000;110000;Petrol;Individual;Manual;Second Owner
Tata Indica GLS BS IV;2009;200000;100000;Petrol;Individual;Manual;First Owner
Skoda Rapid 1.6 TDI Elegance;2012;275000;120000;Diesel;Individual;Manual;Second Owner
Maruti Alto LXi BSIII;2010;210000;25000;Petrol;Individual;Manual;First Owner
Maruti Alto K10 LXI;2014;220000;66000;Petrol;Dealer;Manual;First Owner
Chevrolet Aveo 1.4 LT BSIV;2009;250000;48000;Petrol;Individual;Manual;First Owner
Mahindra Quanto C4;2013;220000;100000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Alto 800 LXI;2016;260000;45000;Petrol;Individual;Manual;Second Owner
Tata Manza Aura (ABS) Safire BS IV;2010;150000;50000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi BSIII;2008;180000;70000;Petrol;Individual;Manual;Third Owner
Maruti Alto 800 LXI;2019;280000;25880;Petrol;Individual;Manual;First Owner
Maruti Swift Dzire VDi;2009;300000;50000;Diesel;Individual;Manual;First Owner
Maruti Alto K10 LXI;2014;200999;40000;Petrol;Individual;Manual;First Owner
Skoda Laura 1.9 TDI MT Ambiente;2009;200000;100000;Diesel;Individual;Manual;Third Owner
