name;year;selling_price;km_driven;fuel;seller_type;transmission;owner
Renault KWID Climber 1.0 AMT;2017;130000;20000;Petrol;Individual;Automatic;First Owner
Maruti Wagon R LXI LPG BSIV;2012;130000;80000;LPG;Individual;Manual;Second Owner
Nissan Micra Diesel XV Premium;2011;130000;90000;Diesel;Individual;Manual;Second Owner
Nissan Micra Diesel XV Premium;2013;130000;13770;Diesel;Individual;Manual;First Owner
Maruti Zen LXi - BS III;2005;130000;34000;Petrol;Dealer;Manual;First Owner
Maruti Alto LXi BSIII;2008;130000;102000;Petrol;Dealer;Manual;First Owner
Maruti Alto K10 2010-2014 VXI;2011;130000;90000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R VXI BSIII;2003;130000;90000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi;2007;130000;70000;Petrol;Individual;Manual;Second Owner
Honda Civic 1.8 (E) MT;2006;130000;80000;Petrol;Individual;Manual;Second Owner
Maruti Zen Estilo 1.1 LXI BSIII;2007;130000;143000;Petrol;Individual;Manual;Third Owner
Tata Manza ELAN Quadrajet BS IV;2011;130000;100000;Diesel;Individual;Manual;Second Owner
Renault KWID RXL;2016;130000;38000;Petrol;Individual;Manual;First Owner
Honda Brio S MT;2013;130000;50000;Petrol;Individual;Manual;Third Owner
Maruti Esteem Lxi;2005;130000;60000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aura 1.2 Safire;2010;130000;120000;Petrol;Individual;Manual;Second Owner
Hyundai EON Era Plus;2013;130000;120000;Petrol;Individual;Manual;First Owner
Maruti Omni MPI STD BSIV;2015;130000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2016;130000;52000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Quadrajet VX;2011;130000;28689;Diesel;Individual;Manual;First Owner
Mahindra Jeep MM 775 XDB;2000;130000;50000;Diesel;Individual;Manual;Second Owner
Maruti 800 AC BSIII;2007;130000;90000;Petrol;Individual;Manual;Second Owner
Maruti Zen Estilo LX BSIV;2010;130000;50000;Petrol;Individual;Manual;Third Owner
Maruti 800 DX;2000;130000;60000;Petrol;Individual;Manual;First Owner
Honda City 1.5 GXI;2004;130000;120000;Petrol;Individual;Manual;Second Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater;2004;130000;120000;Diesel;Individual;Manual;First Owner
Maruti Alto 800 LXI;2013;130000;87000;Petrol;Individual;Manual;First Owner
Maruti Zen Estilo VXI BSIII;2007;130000;100000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT;2012;130000;12000;Petrol;Individual;Manual;First Owner
Hyundai Accent Executive;2010;130000;67000;Petrol;Individual;Manual;Third Owner
Toyota Innova 2.5 E 8 STR;2012;130000;70000;Diesel;Individual;Manual;First Owner
Hyundai i10 Magna 1.2 iTech SE;2011;130000;74500;Petrol;Individual;Manual;Second Owner
Hyundai i20 1.4 CRDi Asta;2011;130000;118700;Diesel;Individual;Manual;Second Owner
Mahindra Scorpio VLX AT 2WD BSIII;2004;130000;223660;Diesel;Individual;Automatic;Third Owner
Toyota Corolla AE;2006;130000;140000;Petrol;Individual;Manual;Second Owner
Maruti Swift Dzire VXi;2011;130000;100000;Petrol;Individual;Manual;Second Owner
Tata Indica DLS;2006;130000;120000;Diesel;Individual;Manual;Fourth & Above Owner
Hyundai i10 Magna LPG;2014;130000;29000;LPG;Individual;Manual;First Owner
Skoda Laura Ambiente 1.9 PD;2007;140000;181000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Swift Ldi BSIV;2010;140000;149500;Diesel;Individual;Manual;Third Owner
Maruti 800 AC BSIII;2005;140000;20000;Petrol;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LS;2010;140000;45000;Petrol;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LS;2009;140000;44800;Petrol;Individual;Manual;Second Owner
Hyundai Santro Xing XL eRLX Euro III;2006;140000;40000;Petrol;Individual;Manual;Second Owner
Maruti Omni MPI STD BSIV;2014;140000;120000;Petrol;Individual;Manual;Third Owner
Tata Indica Vista Quadrajet LX;2011;140000;10000;Diesel;Individual;Manual;Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet;2011;140000;80000;Diesel;Individual;Manual;Second Owner
Maruti Baleno Vxi;2007;140000;100000;Petrol;Individual;Manual;Second Owner
Tata Indica GLS BS IV;2006;140000;100000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi;2012;140000;60000;Petrol;Individual;Manual;Second Owner
Tata Indigo GLX;2006;140000;110000;Petrol;Individual;Manual;Second Owner
Tata Indica GLS BS IV;2009;140000;100000;Petrol;Individual;Manual;First Owner
Skoda Rapid 1.6 TDI Elegance;2012;140000;120000;Diesel;Individual;Manual;Second Owner
Maruti Alto LXi BSIII;2010;140000;25000;Petrol;Individual;Manual;First Owner
Maruti Alto K10 LXI;2014;140000;66000;Petrol;Dealer;Manual;First Owner
Chevrolet Aveo 1.4 LT BSIV;2009;140000;48000;Petrol;Individual;Manual;First Owner
Mahindra Quanto C4;2013;140000;100000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Alto 800 LXI;2016;140000;45000;Petrol;Individual;Manual;Second Owner
Tata Manza Aura (ABS) Safire BS IV;2010;140000;50000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi BSIII;2008;140000;70000;Petrol;Individual;Manual;Third Owner
Maruti Alto 800 LXI;2019;140000;25880;Petrol;Individual;Manual;First Owner
Maruti Swift Dzire VDi;2009;140000;50000;Diesel;Individual;Manual;First Owner
Maruti Alto K10 LXI;2014;140000;40000;Petrol;Individual;Manual;First Owner
Skoda Laura 1.9 TDI MT Ambiente;2009;140000;100000;Diesel;Individual;Manual;Third Owner
Chevrolet Aveo U-VA 1.2 LS;2009;140000;80000;Petrol;Individual;Manual;Second Owner
Tata Indigo LS BSII;2012;140000;110000;Diesel;Individual;Manual;First Owner
Hyundai Verna CRDi SX ABS;2009;140000;136000;Diesel;Individual;Manual;Second Owner
Maruti Alto LXi;2009;140000;50000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R LXI Minor;2008;140000;30000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Aura 1.3 Quadrajet;2009;140000;90000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Ritz VDi;2011;140000;90000;Diesel;Individual;Manual;Second Owner
Hyundai Santro Xing GLS;2010;140000;50000;Petrol;Individual;Manual;Second Owner
Maruti A-Star Vxi;2011;140000;70000;Petrol;Individual;Manual;Second Owner
Renault KWID RXT;2016;150000;70000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aqua 1.2 Safire BSIV;2010;150000;128000;Petrol;Individual;Manual;First Owner
Tata Indigo CR4;2012;150000;120000;Diesel;Individual;Manual;First Owner
Maruti Swift 1.3 VXi;2009;150000;52536;Petrol;Individual;Manual;First Owner
Honda Civic 1.8 S AT;2006;150000;70000;Petrol;Individual;Automatic;First Owner
Hyundai Santro Xing GLS;2008;150000;85000;Petrol;Individual;Manual;First Owner
Maruti Wagon R LXI BS IV;2010;150000;50000;Petrol;Individual;Manual;First Owner
Maruti Swift 1.3 VXi;2005;150000;118400;Petrol;Individual;Manual;First Owner
Honda Civic 1.8 S MT;2007;150000;70000;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna;2012;150000;60000;Petrol;Individual;Manual;Second Owner
Maruti Esteem Lxi - BSIII;2007;150000;54000;Petrol;Individual;Manual;First Owner
Volkswagen Vento Diesel Comfortline;2012;150000;97000;Diesel;Individual;Manual;First Owner
Maruti SX4 ZXI AT;2009;150000;120000;Petrol;Individual;Automatic;Second Owner
Chevrolet Beat LT;2016;150000;52000;Petrol;Dealer;Manual;First Owner
Ford Fusion 1.6 Duratec Petrol;2005;150000;100000;Petrol;Individual;Manual;Third Owner
Maruti Esteem Vxi;2005;150000;20000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R VXI BSIII;2005;150000;40000;Petrol;Individual;Manual;Second Owner
Hyundai EON D Lite Plus;2012;150000;70000;Petrol;Individual;Manual;Second Owner
Tata Sumo Victa EX 7/9 Str BSII;2009;150000;120000;Diesel;Individual;Manual;First Owner
Chevrolet Sail Hatchback 1.2 LS;2016;150000;30000;Petrol;Individual;Manual;First Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV;2012;150000;80000;Diesel;Individual;Manual;Second Owner
Hyundai EON Era Plus;2013;150000;80000;Petrol;Individual;Manual;First Owner
Hyundai EON Magna Plus;2016;150000;80000;Petrol;Individual;Manual;First Owner
Chevrolet Optra Magnum 2.0 LS;2011;150000;120000;Diesel;Individual;Manual;First Owner
Datsun RediGO S;2016;150000;22000;Petrol;Individual;Manual;First Owner
Skoda Fabia 1.2 MPI Ambition Plus;2012;150000;50000;Petrol;Individual;Manual;First Owner
Chevrolet Beat Diesel LT;2012;150000;50000;Diesel;Individual;Manual;First Owner
Maruti Zen Estilo 1.1 LXI BSIII;2007;150000;81366;Petrol;Individual;Manual;First Owner
Maruti Esteem Vxi - BSIII;2006;150000;110000;Petrol;Individual;Manual;First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV;2006;150000;300000;Diesel;Individual;Manual;First Owner
Renault Fluence 1.5;2012;150000;90000;Diesel;Individual;Manual;First Owner
Renault KWID RXT;2016;150000;53000;Petrol;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2017;150000;30000;Petrol;Individual;Manual;First Owner
Mahindra Jeep CL 500 MDI;1997;150000;120000;Diesel;Individual;Manual;Third Owner
Maruti Wagon R LXI DUO BS IV;2012;150000;60000;LPG;Individual;Manual;First Owner
Maruti Esteem Lxi - BSIII;2007;150000;54000;Petrol;Individual;Manual;First Owner
Maruti Swift 1.3 VXi;2005;150000;67000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing GLS;2008;150000;100000;Petrol;Individual;Manual;First Owner
Maruti Wagon R LXI;2005;150000;80000;Petrol;Individual;Manual;First Owner
Maruti SX4 VDI;2011;150000;90000;Diesel;Individual;Manual;Third Owner
Chevrolet Aveo 1.4 CNG;2011;150000;100000;CNG;Individual;Manual;First Owner
Ford Figo Diesel EXI;2011;150000;90000;Diesel;Individual;Manual;Third Owner
Datsun RediGO T Option;2017;150000;30000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2008;150000;90000;Petrol;Individual;Manual;Second Owner
Maruti Eeco 5 STR With AC Plus HTR CNG;2012;150000;70000;CNG;Individual;Manual;Second Owner
Maruti Alto LXi;2010;150000;36000;Petrol;Individual;Manual;First Owner
Hyundai EON Magna Optional;2015;150000;22000;Petrol;Individual;Manual;First Owner
Maruti Omni 5 Str STD LPG;1998;150000;35000;LPG;Individual;Manual;Second Owner
Maruti 800 DUO AC LPG;2009;150000;50000;LPG;Individual;Manual;Second Owner
Hyundai Accent GLX;2008;150000;60000;Petrol;Individual;Manual;First Owner
Mahindra Quanto C6;2013;150000;60000;Diesel;Individual;Manual;First Owner
Hyundai Santro Xing XK eRLX EuroIII;2007;150000;135000;Petrol;Individual;Manual;Second Owner
Maruti 800 AC BSII;2001;150000;72539;Petrol;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2018;150000;35000;Petrol;Individual;Manual;First Owner
Hyundai EON Magna Optional;2015;150000;20500;Petrol;Individual;Manual;First Owner
Tata Indica Vista Quadrajet LX;2013;150000;200000;Diesel;Individual;Manual;First Owner
Maruti 800 AC;2009;150000;50000;Petrol;Individual;Manual;Fourth & Above Owner
Hyundai Accent GLS;2004;150000;110000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista TDI LS;2013;150000;180000;Diesel;Individual;Manual;Third Owner
Maruti Alto K10 2010-2014 VXI;2010;150000;80000;Petrol;Individual;Manual;Second Owner
Hyundai Getz GLS;2005;150000;70000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing GL Plus;2008;150000;41723;Petrol;Individual;Manual;Second Owner
Maruti SX4 Vxi BSIV;2010;150000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto K10 LXI;2012;150000;20000;Petrol;Individual;Manual;Second Owner
Tata Indigo CS LX (TDI) BS-III;2015;150000;68745;Diesel;Dealer;Manual;First Owner
Maruti Wagon R LXI;2008;150000;35008;Petrol;Dealer;Manual;First Owner
Hyundai Santro Xing GLS;2009;150000;27005;Petrol;Dealer;Manual;First Owner
Hyundai Santro Xing XG;2004;150000;100005;Petrol;Dealer;Manual;Second Owner
Hyundai EON Era;2014;150000;12000;Petrol;Dealer;Manual;First Owner
Tata Indica Vista TDI LS;2011;150000;43128;Diesel;Dealer;Manual;First Owner
Hyundai i20 Asta;2010;150000;110000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXI;2004;150000;50000;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna 1.2;2010;150000;60000;Petrol;Individual;Manual;Second Owner
Chevrolet Sail Hatchback 1.2 LS;2015;150000;22255;Petrol;Individual;Manual;First Owner
Honda Civic 1.8 S MT;2007;150000;70000;Petrol;Individual;Manual;Third Owner
Tata Indica DLE;2006;150000;120000;Diesel;Individual;Manual;Second Owner
Tata Indigo LX;2011;150000;60000;Diesel;Individual;Manual;Second Owner
Maruti Swift VDI;2012;150000;80000;Diesel;Individual;Manual;Third Owner
Honda Accord VTi-L (MT);2007;150000;80000;Petrol;Individual;Manual;Second Owner
Hyundai Accent GLX;2006;150000;110000;Petrol;Individual;Manual;Second Owner
Tata Indigo CS LE (TDI) BS-III;2011;150000;115000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Wagon R LXI BS IV;2013;150000;80000;Petrol;Individual;Manual;First Owner
Tata New Safari 4X4;2007;150000;78771;Diesel;Dealer;Manual;Second Owner
Ford Figo Diesel LXI;2011;150000;76736;Diesel;Dealer;Manual;Second Owner
Maruti Alto LX BSIII;2007;150000;70000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R LXI DUO BSIII;2009;150000;60000;LPG;Individual;Manual;Second Owner
Ford Ikon 1.8 D;2005;150000;92645;Diesel;Dealer;Manual;Fourth & Above Owner
Mahindra Bolero DI;2004;150000;120000;Diesel;Individual;Manual;Fourth & Above Owner
Hyundai i20 Asta 1.2;2012;150000;80000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2013;150000;42000;Petrol;Individual;Manual;Third Owner
Volkswagen Polo Diesel Trendline 1.2L;2012;160000;55000;Diesel;Individual;Manual;Second Owner
Maruti Alto LX BSIII;2006;160000;63230;Petrol;Individual;Manual;Second Owner
Mahindra Scorpio 2.6 SLX CRDe;2006;160000;120000;Diesel;Individual;Manual;Second Owner
Maruti Wagon R VXI;2005;160000;100000;Petrol;Individual;Manual;Third Owner
Maruti Swift 1.2 DLX;2015;160000;40000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2017;160000;35000;Petrol;Individual;Manual;First Owner
Maruti Ritz VXi;2014;160000;35000;Petrol;Individual;Manual;First Owner
Tata Indigo LS;2008;160000;90000;Diesel;Individual;Manual;First Owner
Tata Indica Vista TDI LX;2013;160000;65000;Diesel;Individual;Manual;First Owner
Tata Indica Vista Quadrajet LS;2012;160000;80000;Diesel;Individual;Manual;Second Owner
Fiat Grande Punto EVO 1.3 Active;2014;160000;50000;Diesel;Individual;Manual;First Owner
Maruti Alto K10 2010-2014 VXI;2012;160000;40000;Petrol;Individual;Manual;First Owner
Volkswagen Polo Diesel Trendline 1.2L;2012;160000;55000;Diesel;Individual;Manual;Second Owner
Maruti 800 Std;2013;160000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto LX BSIII;2006;160000;63230;Petrol;Individual;Manual;Second Owner
Mahindra Scorpio 2.6 SLX CRDe;2006;160000;120000;Diesel;Individual;Manual;Second Owner
Maruti 800 Std BSII;2006;160000;40000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R VXI;2005;160000;100000;Petrol;Individual;Manual;Third Owner
Tata Indica GLS BS IV;2008;160000;110000;Petrol;Individual;Manual;Third Owner
Hyundai Santro Xing XL eRLX Euro III;2005;160000;47000;Petrol;Individual;Manual;First Owner
Hyundai Verna Transform CRDi VGT ABS;2010;160000;120000;Diesel;Individual;Manual;Second Owner
Maruti Swift Ldi BSIII;2008;160000;120000;Diesel;Individual;Manual;First Owner
Maruti Swift Dzire VDi;2012;160000;140000;Diesel;Individual;Manual;Second Owner
Datsun GO T Petrol;2015;160000;92198;Petrol;Dealer;Manual;Second Owner
Chevrolet Beat LT;2013;160000;50000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2007;160000;100000;Petrol;Individual;Manual;Second Owner
Renault KWID RXT Optional;2016;160000;23000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Aqua TDI BSIII;2009;160000;30000;Diesel;Individual;Manual;First Owner
Tata Manza Aura Safire;2010;160000;50000;Petrol;Individual;Manual;First Owner
Maruti Ritz VDi;2010;160000;100000;Diesel;Individual;Manual;Second Owner
Maruti Swift Dzire VXi;2011;160000;70000;Petrol;Individual;Manual;Second Owner
Maruti Alto LX;2006;160000;90000;Petrol;Individual;Manual;Second Owner
Mahindra Bolero SLE BSIII;2007;160000;230000;Diesel;Individual;Manual;Second Owner
Tata Indica Vista Quadrajet VX;2012;160000;40000;Diesel;Individual;Manual;First Owner
Renault KWID RXL;2019;160000;15000;Petrol;Individual;Manual;First Owner
Maruti Zen LX;2000;160000;50000;Petrol;Individual;Manual;First Owner
Fiat Punto 1.2 Active;2010;160000;50000;Petrol;Individual;Manual;Second Owner
Hyundai EON Era Plus;2013;160000;35000;Petrol;Individual;Manual;First Owner
Tata New Safari DICOR 2.2 EX 4x2;2010;160000;80000;Diesel;Individual;Manual;First Owner
Maruti Wagon R LXI BSIII;2005;160000;50000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi BSII;2002;160000;80000;Petrol;Individual;Manual;Fourth & Above Owner
Chevrolet Aveo 1.6 LT;2006;170000;34600;Petrol;Individual;Manual;Third Owner
Mahindra Bolero DI DX 8 Seater;2009;170000;55000;Diesel;Individual;Manual;Second Owner
Maruti Wagon R LXI BS IV;2011;170000;50000;Petrol;Individual;Manual;First Owner
Ford Figo Petrol ZXI;2011;170000;50000;Petrol;Individual;Manual;Third Owner
Maruti Ritz VDi;2011;170000;120000;Diesel;Individual;Manual;First Owner
Hyundai Santro LP zipPlus;2001;170000;50000;Petrol;Individual;Manual;Third Owner
Renault KWID RXT Optional;2016;170000;23000;Petrol;Individual;Manual;First Owner
Hyundai i10 Sportz;2011;170000;50000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2014;170000;25000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aqua TDI BSIII;2009;170000;30000;Diesel;Individual;Manual;First Owner
Chevrolet Spark 1.0 LS;2010;170000;45000;Petrol;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LS;2009;170000;44800;Petrol;Individual;Manual;Second Owner
Tata Manza Aura Safire;2010;170000;50000;Petrol;Individual;Manual;First Owner
Maruti Ritz VDi;2010;170000;100000;Diesel;Individual;Manual;Second Owner
Tata Manza Club Class Quadrajet90 LS;2014;170000;100000;Diesel;Individual;Manual;First Owner
Maruti Swift Dzire VDI;2016;170000;40000;Diesel;Individual;Manual;Second Owner
Maruti Wagon R VXI Minor;2007;170000;60000;Petrol;Individual;Manual;Third Owner
Chevrolet Beat PS;2014;170000;77000;Petrol;Individual;Manual;First Owner
Hyundai Accent Executive;2011;170000;60000;Petrol;Individual;Manual;First Owner
Tata Manza Aura (ABS) Safire BS IV;2010;170000;77073;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna LPG;2013;170000;90000;LPG;Individual;Manual;Second Owner
Maruti Alto LX BSIII;2007;170000;100000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT;2010;170000;80000;Petrol;Individual;Manual;Second Owner
Maruti Alto K10 VXI;2018;170000;35000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2008;170000;70000;Petrol;Individual;Manual;First Owner
Ford Figo Diesel Celebration Edition;2013;170000;120000;Diesel;Individual;Manual;First Owner
Maruti Wagon R LXI Minor;2009;170000;70000;Petrol;Individual;Manual;First Owner
Hyundai Accent GLE;2009;170000;106000;Petrol;Individual;Manual;Third Owner
Maruti Alto 800 CNG LXI Optional;2019;170000;120000;CNG;Individual;Manual;First Owner
Maruti Ritz LXi;2016;170000;160000;Petrol;Individual;Manual;First Owner
Chevrolet Aveo 1.6 LT with ABS;2010;170000;120000;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna 1.2;2010;170000;90000;Petrol;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LS;2008;170000;70000;Petrol;Individual;Manual;First Owner
Mahindra Bolero SLX;2008;170000;100000;Diesel;Individual;Manual;First Owner
Chevrolet Spark 1.0 LS;2014;180000;70000;Petrol;Individual;Manual;First Owner
Maruti Wagon R Stingray VXI;2014;180000;59059;Petrol;Dealer;Manual;First Owner
Hyundai Accent Executive;2013;180000;70000;Petrol;Individual;Manual;First Owner
Honda Brio S MT;2012;180000;39039;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2009;180000;67067;Petrol;Dealer;Manual;First Owner
Hyundai EON D Lite Plus;2015;180000;30000;Petrol;Individual;Manual;First Owner
Renault KWID RXT;2017;180000;10000;Petrol;Individual;Manual;First Owner
Maruti Swift VDi BSIII W/ ABS;2008;180000;70000;Diesel;Individual;Manual;First Owner
Maruti Omni MPI STD BSIV;2012;180000;90000;Petrol;Individual;Manual;First Owner
Hyundai Accent GLE 1;1999;180000;90000;Petrol;Individual;Manual;Fourth & Above Owner
Hyundai Getz GLX;2005;180000;90000;Petrol;Individual;Manual;Third Owner
Chevrolet Sail Hatchback 1.2 LS;2016;180000;30000;Petrol;Individual;Manual;First Owner
Hyundai EON Magna Plus;2016;180000;80000;Petrol;Individual;Manual;First Owner
Chevrolet Optra Magnum 2.0 LS;2011;180000;120000;Diesel;Individual;Manual;First Owner
Datsun RediGO S;2016;180000;22000;Petrol;Individual;Manual;First Owner
Maruti Zen Estilo VXI BSIV;2011;180000;33000;Petrol;Individual;Manual;First Owner
Maruti A-Star Vxi;2010;180000;40000;Petrol;Individual;Manual;First Owner
Renault KWID 1.0 RXT Optional;2018;180000;10500;Petrol;Individual;Manual;First Owner
Hyundai i10 Sportz 1.2;2010;180000;60000;Petrol;Individual;Manual;Second Owner
Hyundai Santro Xing XG eRLX Euro III;2006;180000;120000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R LXI BS IV;2010;180000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2015;180000;50000;Petrol;Individual;Manual;Second Owner
Hyundai Verna SX Diesel;2010;180000;78000;Diesel;Dealer;Manual;Second Owner
Hyundai Verna SX Diesel;2011;180000;72000;Diesel;Dealer;Manual;Third Owner
Tata Nano Cx BSIV;2011;180000;9528;Petrol;Dealer;Manual;First Owner
Hyundai i20 1.2 Sportz;2011;180000;58000;Petrol;Dealer;Manual;Second Owner
Hyundai Accent GLS;2007;180000;76000;Petrol;Dealer;Manual;Third Owner
Maruti Ritz VDi;2009;180000;80000;Diesel;Individual;Manual;Third Owner
Honda Civic 1.8 S MT;2006;180000;120000;Petrol;Individual;Manual;Third Owner
Maruti Omni E MPI STD BS IV;2017;180000;34000;Petrol;Dealer;Manual;First Owner
Chevrolet Beat Diesel PS;2012;180000;58000;Diesel;Dealer;Manual;First Owner
Tata Indigo CS eLX BS IV;2013;180000;50300;Diesel;Individual;Manual;First Owner
Tata Indigo CR4;2011;180000;70000;Diesel;Individual;Manual;Second Owner
Tata Indica Vista TDI LS;2011;180000;60000;Diesel;Individual;Manual;Third Owner
Maruti Swift 1.2 DLX;2015;180000;45000;Petrol;Individual;Manual;First Owner
Maruti Swift VDI BSIV;2011;180000;130000;Diesel;Individual;Manual;Second Owner
Maruti Alto 800 Base;2014;180000;40000;Petrol;Individual;Manual;First Owner
Hyundai Santro AT CNG;2005;180000;110000;CNG;Individual;Manual;Second Owner
Chevrolet Beat LT;2010;180000;70000;Petrol;Individual;Manual;Second Owner
Hyundai Tucson CRDi;2006;180000;170000;Diesel;Individual;Manual;First Owner
Tata Indigo TDI;2008;180000;150000;Diesel;Individual;Manual;Third Owner
Hyundai Santro Xing XG eRLX Euro III;2005;180000;170000;Petrol;Individual;Manual;Third Owner
Hyundai Santro Xing GLS;2010;180000;90000;Petrol;Individual;Manual;Third Owner
Nissan Micra Diesel XV Primo;2012;180000;129000;Diesel;Individual;Manual;First Owner
Mahindra Bolero SLX 2WD;2007;190000;100000;Diesel;Individual;Manual;Second Owner
Renault KWID RXT;2017;190000;50000;Petrol;Individual;Manual;First Owner
Maruti Alto K10 2010-2014 VXI;2011;190000;40000;Petrol;Individual;Manual;First Owner
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag;2009;190000;38500;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna;2008;190000;103921;Petrol;Individual;Manual;Second Owner
Ford Figo Diesel Titanium;2010;190000;102307;Diesel;Dealer;Manual;First Owner
Maruti Zen LX;2004;190000;79000;Petrol;Individual;Manual;Second Owner
Renault KWID 1.0 RXT Optional;2018;190000;10500;Petrol;Individual;Manual;First Owner
Maruti Wagon R LXI;2004;190000;90000;Petrol;Individual;Manual;Fourth & Above Owner
Chevrolet Beat Diesel;2012;190000;110000;Diesel;Individual;Manual;First Owner
Chevrolet Beat Diesel LS;2012;190000;50000;Diesel;Individual;Manual;First Owner
Chevrolet Sail Hatchback LT ABS;2013;190000;80000;Diesel;Individual;Manual;First Owner
Honda City 1.3 EXI;2002;190000;100000;Petrol;Individual;Manual;First Owner
Hyundai EON D Lite;2016;190000;30000;Petrol;Individual;Manual;First Owner
Hyundai Getz 1.5 CRDi GVS;2008;190000;154000;Diesel;Individual;Manual;Third Owner
Maruti Swift LXI;2011;190000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto LX BSIII;2008;190000;120000;Petrol;Individual;Manual;Second Owner
Maruti SX4 Vxi BSIV;2012;190000;110000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT Option;2016;190000;41000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2012;190000;49824;Petrol;Dealer;Manual;First Owner
Hyundai Santro GS;2005;190000;56580;Petrol;Dealer;Manual;First Owner
Maruti SX4 Vxi BSIV;2012;190000;110000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT Option;2016;190000;41000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2012;190000;49824;Petrol;Dealer;Manual;First Owner
Hyundai Santro GS;2005;190000;56580;Petrol;Dealer;Manual;First Owner
Chevrolet Spark 1.0 LS;2011;190000;60000;Petrol;Individual;Manual;Second Owner
Hyundai Verna CRDi ABS;2007;200000;80000;Diesel;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2013;200000;25000;Petrol;Individual;Manual;Second Owner
Tata Xenon XT EX 4X2;2014;200000;90000;Diesel;Individual;Manual;First Owner
Maruti Alto 800 LXI;2013;200000;25000;Petrol;Individual;Manual;Second Owner
Maruti Omni 5 Str STD;1998;200000;60000;Petrol;Dealer;Manual;Third Owner
Maruti Wagon R LXI;2005;200000;70000;Petrol;Individual;Manual;Second Owner
Hyundai Santro Xing GLS;2013;200000;60000;Petrol;Individual;Manual;First Owner
Maruti Omni 8 Seater BSII;2015;200000;70000;Petrol;Dealer;Manual;First Owner
Skoda Fabia 1.2L Diesel Ambiente;2010;200000;150000;Diesel;Individual;Manual;First Owner
Tata Manza Club Class Quadrajet90 LX;2013;200000;60000;Diesel;Individual;Manual;First Owner
Maruti Alto K10 LXI;2010;200000;64000;Petrol;Dealer;Manual;First Owner
Toyota Corolla H3;2003;200000;120000;Petrol;Individual;Automatic;Second Owner
Maruti Alto 800 LXI;2013;200000;47000;Petrol;Dealer;Manual;First Owner
